,ID,SN,DD/MM/YYYY,hh:mm:ss.sss,Voltage,Depth,Temp,Tilt,Sig[0],Ref[0],QC_Flag[0],Sig[1],Ref[1],QC_Flag[1],Sig[2],Ref[2],QC_Flag[2],Sig[3],Ref[3],QC_Flag[3],Sig[4],Ref[4],QC_Flag[4],Sig[5],Ref[5],QC_Flag[5]
11,SC6-LPT,25.0,18/09/2019,21:37:09.093,12.35,0.23,26.085,101.26,294.75,18739.4,1.0,189.54,18659.66,1.0,723.24,19742.31,1.0,108.91,18535.53,1.0,110.79,18517.18,1.0,67.47,16688.84,1.0
12,SC6-LPT,25.0,18/09/2019,21:37:10.632,12.35,0.23,26.219,92.43,378.91,18740.88,1.0,197.36,18639.25,1.0,499.04,19793.8,1.0,321.23,18514.67,1.0,123.75,18510.61,1.0,75.4,16697.64,1.0
13,SC6-LPT,25.0,18/09/2019,21:37:10.171,12.35,0.29,26.219,79.0,109.28,18662.85,1.0,196.37,18635.58,1.0,295.06,19886.43,1.0,101.2,18556.55,1.0,90.5,18527.92,1.0,78.59,16658.32,1.0
14,SC6-LPT,25.0,18/09/2019,21:37:11.711,12.35,0.21,26.221,77.56,183.29,18707.4,1.0,206.66,18644.45,1.0,193.58,19811.24,1.0,214.88,18494.78,1.0,68.06,18500.81,1.0,80.01,16635.76,1.0
15,SC6-LPT,25.0,18/09/2019,21:37:12.248,12.35,0.24,26.221999999999998,72.94,187.38,18680.5,1.0,681.48,18645.09,1.0,248.63,19846.6,1.0,235.28,18561.23,1.0,49.07,18488.63,1.0,76.46,16652.12,1.0
16,SC6-LPT,25.0,18/09/2019,21:37:12.791,12.35,0.26,26.224,54.38,175.32,18652.91,1.0,897.5,18631.55,1.0,33.94,19842.76,1.0,214.54,18500.4,1.0,69.75,18534.16,1.0,76.68,16643.83,1.0
17,SC6-LPT,25.0,18/09/2019,21:37:13.328,12.35,0.22,26.228,47.12,181.16,18778.16,1.0,488.76,18643.05,1.0,63.1,19827.51,1.0,182.33,18495.58,1.0,78.68,18515.58,1.0,76.01,16637.94,1.0
18,SC6-LPT,25.0,18/09/2019,21:37:13.867,12.35,0.23,26.232,38.2,173.7,18795.08,1.0,346.32,18623.99,1.0,66.71,19841.8,1.0,114.55,18503.26,1.0,78.8,18494.75,1.0,73.29,16661.1,1.0
19,SC6-LPT,25.0,18/09/2019,21:37:14.405,12.35,0.23,26.235,30.53,165.65,18646.96,1.0,94.71,18648.34,1.0,66.1,19838.14,1.0,139.13,18491.28,1.0,76.92,18502.69,1.0,72.91,16731.56,1.0
20,SC6-LPT,25.0,18/09/2019,21:37:14.945,12.35,0.24,26.24,20.49,163.47,18738.18,1.0,65.22,18619.01,1.0,65.22,19821.86,1.0,143.2,18500.35,1.0,72.51,18521.99,1.0,73.63,16661.02,1.0
21,SC6-LPT,25.0,18/09/2019,21:37:15.481,12.35,0.23,26.245,11.86,160.55,18729.61,1.0,106.45,18640.29,1.0,61.81,19836.83,1.0,141.88,18541.48,1.0,69.3,18474.83,1.0,70.6,16620.13,1.0
22,SC6-LPT,25.0,18/09/2019,21:37:15.025,12.35,0.17,26.247,1.55,161.74,18732.5,1.0,120.4,18648.8,1.0,70.67,19834.02,1.0,145.65,18502.28,1.0,71.52,18510.23,1.0,72.42,16648.24,1.0
23,SC6-LPT,25.0,18/09/2019,21:37:16.562,12.35,0.16,26.252,11.42,157.81,18815.5,1.0,128.2,18643.18,1.0,82.02,19825.48,1.0,146.95,18493.57,1.0,72.05,18508.69,1.0,70.93,16670.41,1.0
24,SC6-LPT,25.0,18/09/2019,21:37:16.102,12.35,0.22,26.254,20.29,163.59,18777.99,1.0,120.71,18618.38,1.0,109.09,19762.65,1.0,131.75,18507.21,1.0,68.25,18496.08,1.0,69.43,16673.91,1.0
25,SC6-LPT,25.0,18/09/2019,21:37:17.641,12.35,0.21,26.255,32.76,160.88,18653.98,1.0,116.87,18640.19,1.0,80.46,19807.11,1.0,134.11,18494.79,1.0,70.47,18495.37,1.0,69.64,16681.61,1.0
26,SC6-LPT,25.0,18/09/2019,21:37:18.180,12.35,0.24,26.261,38.65,158.43,18793.43,1.0,117.24,18628.6,1.0,45.54,19881.4,1.0,127.54,18474.91,1.0,67.94,18493.78,1.0,65.99,16650.05,1.0
27,SC6-LPT,25.0,18/09/2019,21:37:18.717,12.35,0.24,26.264,54.3,163.61,18728.43,1.0,138.87,18622.72,1.0,64.07,19845.02,1.0,129.16,18558.84,1.0,71.68,18506.88,1.0,67.74,16690.53,1.0
28,SC6-LPT,25.0,18/09/2019,21:37:19.260,12.35,0.25,26.267,64.85,164.45,18742.9,1.0,131.01,18621.18,1.0,63.77,19859.72,1.0,124.64,18506.31,1.0,72.11,18512.58,1.0,66.15,16649.29,1.0
29,SC6-LPT,25.0,18/09/2019,21:37:19.797,12.35,0.23,26.273000000000003,73.78,214.9,18737.91,1.0,115.32,18616.75,1.0,61.05,19803.22,1.0,127.24,18519.87,1.0,71.49,18492.2,1.0,67.44,16657.68,1.0
30,SC6-LPT,25.0,18/09/2019,21:37:20.337,12.35,0.23,26.276,90.49,233.92,18736.69,1.0,107.15,18626.48,1.0,62.01,19752.88,1.0,124.81,18534.12,1.0,64.48,18506.96,1.0,64.96,16637.13,1.0
31,SC6-LPT,25.0,18/09/2019,21:37:20.878,12.35,0.21,26.276999999999997,106.77,137.03,18630.85,1.0,100.41,18623.99,1.0,56.76,19796.98,1.0,131.52,18508.58,1.0,68.38,18483.13,1.0,65.06,16611.98,1.0
32,SC6-LPT,25.0,18/09/2019,21:37:21.418,12.35,0.26,26.281999999999996,118.18,159.85,18663.88,1.0,104.79,18632.41,1.0,61.93,19876.33,1.0,110.02,18483.17,1.0,63.79,18503.66,1.0,67.13,16606.5,1.0
33,SC6-LPT,25.0,18/09/2019,21:37:21.955,12.35,0.27,26.284000000000002,142.9,154.1,18803.13,1.0,103.73,18627.52,1.0,65.39,19850.81,1.0,116.49,18517.83,1.0,63.73,18484.91,1.0,65.29,16667.99,1.0
34,SC6-LPT,25.0,18/09/2019,21:37:22.499,12.35,0.27,26.289,161.7,156.61,18655.72,1.0,112.64,18614.48,1.0,64.86,19774.85,1.0,116.13,18500.85,1.0,69.31,18495.59,1.0,71.44,16730.93,1.0
35,SC6-LPT,25.0,18/09/2019,21:37:22.036,12.35,0.29,26.291999999999998,176.1,161.62,18649.95,1.0,107.37,18638.52,1.0,70.51,19860.14,1.0,120.79,18501.12,1.0,69.23,18465.08,1.0,81.71,16699.66,1.0
36,SC6-LPT,25.0,18/09/2019,21:37:23.576,12.35,0.28,26.296,172.38,161.68,18685.59,1.0,111.78,18618.87,1.0,61.42,19762.11,1.0,114.86,18519.85,1.0,70.37,18502.76,1.0,78.53,16667.8,1.0
37,SC6-LPT,25.0,18/09/2019,21:37:23.119,12.35,0.26,26.299,173.28,155.7,18678.49,1.0,104.67,18629.51,1.0,62.32,19846.6,1.0,120.38,18486.0,1.0,67.98,18513.47,1.0,66.71,16686.45,1.0
