,ID,SN,DD/MM/YYYY,hh:mm:ss.sss,Voltage,Depth,Temp,Tilt,Sig[0],Ref[0],QC_Flag[0],Sig[1],Ref[1],QC_Flag[1],Sig[2],Ref[2],QC_Flag[2],Sig[3],Ref[3],QC_Flag[3],Sig[4],Ref[4],QC_Flag[4],Sig[5],Ref[5],QC_Flag[5]
14,SC6-LPT,25.0,20/09/2019,19:13:38.343,12.0,0.25,23.78,87.71,117.99,19175.68,1.0,101.52,18898.76,1.0,51.82,20282.92,1.0,87.8,18894.83,1.0,54.61,19787.79,1.0,49.48,18033.76,1.0
15,SC6-LPT,25.0,20/09/2019,19:13:49.786,12.0,0.16,23.785999999999998,87.78,109.39,19093.8,1.0,100.67,18953.01,1.0,51.63,20305.01,1.0,91.55,18898.69,1.0,54.94,19763.58,1.0,51.62,18044.72,1.0
16,SC6-LPT,25.0,20/09/2019,19:13:59.231,12.0,0.21,23.79,87.59,119.21,19218.79,1.0,105.17,18955.27,1.0,51.2,20309.71,1.0,88.07,18907.2,1.0,53.25,19773.3,1.0,50.42,18050.43,1.0
17,SC6-LPT,25.0,20/09/2019,19:14:10.674,12.0,0.18,23.796,87.64,116.69,19194.88,1.0,104.86,18912.36,1.0,49.79,20439.77,1.0,90.44,18916.65,1.0,55.05,19753.04,1.0,51.21,18069.75,1.0
18,SC6-LPT,25.0,20/09/2019,19:14:20.117,12.0,0.22,23.799,87.55,112.77,19192.84,1.0,105.04,18952.07,1.0,51.76,20334.42,1.0,87.09,18927.46,1.0,55.49,19746.74,1.0,52.79,18114.89,1.0
19,SC6-LPT,25.0,20/09/2019,19:14:31.565,12.0,0.22,23.804000000000002,87.56,115.24,19236.5,1.0,96.87,18947.87,1.0,48.33,20292.3,1.0,90.18,18924.84,1.0,54.41,19737.39,1.0,51.58,18097.35,1.0
20,SC6-LPT,25.0,20/09/2019,19:14:41.008,12.0,0.22,23.805999999999997,87.66,117.41,19201.6,1.0,108.02,18915.44,1.0,48.79,20309.16,1.0,90.12,18871.32,1.0,56.02,19739.58,1.0,48.67,18064.62,1.0
21,SC6-LPT,25.0,20/09/2019,19:14:52.451,12.0,0.21,23.809,87.65,116.17,19159.71,1.0,105.49,18933.37,1.0,50.69,20313.83,1.0,89.75,18929.45,1.0,56.59,19742.87,1.0,52.52,17963.02,1.0
22,SC6-LPT,25.0,20/09/2019,19:15:02.898,12.0,0.2,23.815,87.94,118.01,19196.1,1.0,105.57,18936.37,1.0,50.19,20304.74,1.0,89.32,18936.22,1.0,57.54,19779.71,1.0,50.78,18015.59,1.0
23,SC6-LPT,25.0,20/09/2019,19:15:13.341,12.0,0.21,23.820999999999998,87.55,119.72,19203.01,1.0,101.69,18928.7,1.0,51.91,20373.71,1.0,90.81,18922.75,1.0,56.32,19770.48,1.0,49.57,18098.77,1.0
24,SC6-LPT,25.0,20/09/2019,19:15:23.784,12.0,0.17,23.824,87.67,118.54,19119.02,1.0,109.18,18949.35,1.0,56.32,20380.28,1.0,87.87,18886.99,1.0,57.32,19764.91,1.0,53.87,18071.43,1.0
25,SC6-LPT,25.0,20/09/2019,19:15:33.232,12.0,0.23,23.831999999999997,87.61,118.27,19011.9,1.0,104.5,18934.91,1.0,48.38,20303.79,1.0,91.55,18882.59,1.0,53.4,19743.24,1.0,47.66,18056.5,1.0
26,SC6-LPT,25.0,20/09/2019,19:15:44.676,12.0,0.22,23.833000000000002,87.46,117.24,19156.72,1.0,105.6,18928.83,1.0,54.35,20259.32,1.0,90.84,18909.88,1.0,57.08,19782.91,1.0,49.93,18105.53,1.0
