,ID,SN,DD/MM/YYYY,hh:mm:ss.sss,Voltage,Depth,Temp,Tilt,Sig[0],Ref[0],QC_Flag[0],Sig[1],Ref[1],QC_Flag[1],Sig[2],Ref[2],QC_Flag[2],Sig[3],Ref[3],QC_Flag[3],Sig[4],Ref[4],QC_Flag[4],Sig[5],Ref[5],QC_Flag[5]
77,SC6-LPT,25.0,02/10/2019,14:20:15.349,11.54,0.28,22.701,178.83,109.85,19271.91,1.0,108.28,18882.56,1.0,69.19,20594.27,1.0,107.29,19113.43,1.0,81.3,20372.18,1.0,66.41,18720.84,1.0
78,SC6-LPT,25.0,02/10/2019,14:20:20.793,11.54,0.29,22.703000000000003,178.85,109.76,19257.82,1.0,109.89,18930.17,1.0,69.25,20622.55,1.0,106.94,19093.18,1.0,81.99,20380.0,1.0,66.36,18717.36,1.0
79,SC6-LPT,25.0,02/10/2019,14:20:25.237,11.54,0.26,22.704,178.78,109.05,19274.65,1.0,109.02,18890.78,1.0,67.79,20561.18,1.0,107.62,19022.13,1.0,79.13,20332.2,1.0,64.07,18652.44,1.0
80,SC6-LPT,25.0,02/10/2019,14:20:31.682,11.54,0.27,22.705,178.81,107.55,19284.98,1.0,111.91,18908.44,1.0,66.15,20645.82,1.0,106.59,19041.87,1.0,78.78,20335.32,1.0,64.98,18664.71,1.0
81,SC6-LPT,25.0,02/10/2019,14:20:36.125,11.54,0.25,22.706,178.89,103.87,19278.59,1.0,109.24,18908.53,1.0,69.44,20620.51,1.0,106.89,19070.27,1.0,79.68,20362.15,1.0,61.69,18650.85,1.0
82,SC6-LPT,25.0,02/10/2019,14:20:42.569,11.54,0.24,22.708000000000002,178.88,106.06,19326.16,1.0,110.56,18911.11,1.0,69.02,20528.67,1.0,105.12,19104.68,1.0,79.93,20336.8,1.0,64.27,18639.89,1.0
83,SC6-LPT,25.0,02/10/2019,14:20:47.017,11.54,0.23,22.709,178.83,103.85,19248.18,1.0,107.05,18919.03,1.0,68.75,20519.09,1.0,108.59,19097.08,1.0,79.44,20332.71,1.0,65.79,18680.29,1.0
84,SC6-LPT,25.0,02/10/2019,14:20:53.459,11.54,0.29,22.712,178.9,107.75,19206.76,1.0,103.71,18902.46,1.0,67.63,20534.22,1.0,107.67,19070.55,1.0,80.69,20357.28,1.0,64.57,18706.03,1.0
85,SC6-LPT,25.0,02/10/2019,14:20:58.903,11.54,0.29,22.711,178.8,101.69,19247.26,1.0,108.62,18907.53,1.0,68.1,20569.39,1.0,105.45,19084.94,1.0,78.86,20368.65,1.0,63.67,18642.78,1.0
86,SC6-LPT,25.0,02/10/2019,14:21:04.350,11.54,0.23,22.713,178.69,107.63,19376.8,1.0,105.52,18926.68,1.0,67.29,20617.57,1.0,107.91,19079.91,1.0,80.69,20344.56,1.0,63.05,18627.34,1.0
87,SC6-LPT,25.0,02/10/2019,14:21:09.794,11.54,0.28,22.714000000000002,178.81,104.97,19331.12,1.0,108.03,18937.91,1.0,66.01,20638.3,1.0,104.83,19038.93,1.0,78.92,20363.88,1.0,62.53,18684.68,1.0
88,SC6-LPT,25.0,02/10/2019,14:21:15.239,11.54,0.28,22.719,178.83,104.82,19248.56,1.0,110.17,18911.7,1.0,67.18,20648.26,1.0,103.45,19069.36,1.0,79.6,20358.52,1.0,61.36,18697.08,1.0
89,SC6-LPT,25.0,02/10/2019,14:21:20.686,11.54,0.3,22.72,178.94,110.11,19362.93,1.0,108.62,18898.21,1.0,68.04,20586.31,1.0,107.01,19038.05,1.0,80.75,20363.49,1.0,66.36,18643.65,1.0
90,SC6-LPT,25.0,02/10/2019,14:21:25.131,11.54,0.28,22.719,178.81,109.22,19230.65,1.0,112.51,18928.67,1.0,68.65,20558.47,1.0,111.28,19088.6,1.0,80.12,20336.75,1.0,65.72,18594.91,1.0
91,SC6-LPT,25.0,02/10/2019,14:21:31.574,11.54,0.28,22.719,178.79,107.14,19374.29,1.0,111.03,18918.81,1.0,70.85,20655.87,1.0,110.15,19052.13,1.0,80.63,20316.16,1.0,65.94,18624.8,1.0
92,SC6-LPT,25.0,02/10/2019,14:21:36.022,11.54,0.28,22.723000000000003,178.79,111.17,19251.21,1.0,106.61,18920.8,1.0,67.38,20599.92,1.0,107.21,19070.19,1.0,80.38,20339.06,1.0,62.15,18573.01,1.0
93,SC6-LPT,25.0,02/10/2019,14:21:42.466,11.54,0.3,22.723000000000003,178.79,103.58,19311.33,1.0,104.48,18902.24,1.0,69.86,20574.51,1.0,107.23,19088.61,1.0,81.53,20345.14,1.0,64.01,18587.76,1.0
94,SC6-LPT,25.0,02/10/2019,14:21:47.909,11.54,0.3,22.725,178.98,102.3,19270.48,1.0,109.49,18921.75,1.0,66.99,20697.89,1.0,107.6,19092.45,1.0,79.84,20369.72,1.0,65.61,18571.97,1.0
95,SC6-LPT,25.0,02/10/2019,14:21:53.356,11.54,0.27,22.725,178.96,102.75,19221.34,1.0,111.86,18937.46,1.0,67.98,20593.28,1.0,106.79,19042.64,1.0,82.19,20317.74,1.0,65.96,18639.44,1.0
96,SC6-LPT,25.0,02/10/2019,14:21:58.801,11.54,0.27,22.726,178.92,107.82,19326.93,1.0,114.32,18927.45,1.0,69.87,20522.91,1.0,109.03,19061.13,1.0,83.52,20359.7,1.0,64.86,18670.35,1.0
97,SC6-LPT,25.0,02/10/2019,14:22:04.245,11.54,0.28,22.726999999999997,178.75,105.58,19270.94,1.0,111.24,18887.85,1.0,68.1,20590.19,1.0,111.26,19069.19,1.0,80.89,20324.43,1.0,66.29,18668.72,1.0
98,SC6-LPT,25.0,02/10/2019,14:22:09.693,11.54,0.28,22.729,178.78,103.82,19219.65,1.0,108.92,18923.02,1.0,69.11,20733.09,1.0,108.9,19123.74,1.0,80.38,20370.92,1.0,63.98,18711.22,1.0
99,SC6-LPT,25.0,02/10/2019,14:22:15.137,11.54,0.28,22.730999999999998,178.73,100.9,19310.66,1.0,110.09,18925.46,1.0,69.58,20613.86,1.0,106.75,19057.48,1.0,78.45,20328.52,1.0,62.62,18702.78,1.0
100,SC6-LPT,25.0,02/10/2019,14:22:20.715,11.54,0.29,22.730999999999998,178.79,107.64,19224.49,1.0,111.74,18905.09,1.0,71.3,20607.84,1.0,106.11,19085.75,1.0,82.34,20317.32,1.0,67.45,18614.43,1.0
101,SC6-LPT,25.0,02/10/2019,14:22:26.281,11.54,0.27,22.733,178.94,105.7,19339.13,1.0,108.53,18925.73,1.0,67.15,20643.56,1.0,108.3,19083.76,1.0,82.12,20351.75,1.0,62.28,18600.53,1.0
102,SC6-LPT,25.0,02/10/2019,14:22:31.725,11.54,0.26,22.736,178.9,110.21,19330.3,1.0,107.84,18921.79,1.0,70.75,20504.67,1.0,106.26,19092.32,1.0,80.54,20354.95,1.0,65.62,18633.19,1.0
103,SC6-LPT,25.0,02/10/2019,14:22:37.170,11.54,0.29,22.735,178.72,111.06,19236.64,1.0,110.45,18939.27,1.0,69.71,20521.01,1.0,110.24,19113.67,1.0,82.13,20299.93,1.0,65.84,18557.34,1.0
