"TOA5","CR800(IAFE2016)","CR800","37920","CR800.Std.28.02","CPU:OBSs501_Iafe2016_Iafe2017_csi.CR8","13263","CR800_I2016"
"TIMESTAMP","RECORD","BattV","PTemp_CR800_I2016","BS_OBS501_I2016","SS_OBS501_I2016","Temp_OBS501_I2016","WD_OBS501_I2016","BS_OBS501_I2017","SS_OBS501_I2017","Temp_OBS501_I2017","WD_OBS501_I2017","StationNames"
"TS","RN","Volts","Deg C","FBU","FNU","Deg C","unitless","FBU","FNU","Deg C","unitless",""
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2019-12-17 12:13:00",7385,12.35,30.57,22.71,34.26,25.47,0,"NAN",0,0,0,""
"2019-12-17 12:13:05",7386,12.35,30.57,23.12,31.4,25.49,0,"NAN",0,0,0,""
"2019-12-17 12:13:10",7387,12.35,30.6,24.11,33.42,25.5,0,"NAN",0,0,0,""
"2019-12-17 12:13:15",7388,12.35,30.64,23.58,33.6,25.5,0,"NAN",0,0,0,""
"2019-12-17 12:13:20",7389,12.35,30.64,24.77,38.24,25.5,0,"NAN",0,0,0,""
"2019-12-17 12:13:25",7390,12.35,30.67,23.71,36.13,25.5,0,"NAN",0,0,0,""
"2019-12-17 12:13:30",7391,12.35,30.74,23.44,33.14,25.49,0,"NAN",0,0,0,""
"2019-12-17 12:13:35",7392,12.35,30.78,23.32,33.26,25.49,0,"NAN",0,0,0,""
"2019-12-17 12:13:40",7393,12.35,30.81,24,34.21,25.49,0,"NAN",0,0,0,""
"2019-12-17 12:13:45",7394,12.35,30.81,22.98,32.55,25.48,0,"NAN",0,0,0,""
"2019-12-17 12:13:50",7395,12.35,30.84,22.83,34.4,25.48,0,"NAN",0,0,0,""
"2019-12-17 12:13:55",7396,12.35,30.88,22.39,33.21,25.47,0,"NAN",0,0,0,""
"2019-12-17 12:14:00",7397,12.35,30.88,22.38,32.82,25.47,0,"NAN",0,0,0,""
"2019-12-17 12:14:05",7398,12.35,30.88,22.53,30.34,25.47,0,"NAN",0,0,0,""
"2019-12-17 12:14:10",7399,12.35,30.88,22.74,31.92,25.46,0,"NAN",0,0,0,""
"2019-12-17 12:14:15",7400,12.34,30.91,22.72,33.27,25.46,0,"NAN",0,0,0,""
"2019-12-17 12:14:20",7401,12.34,30.95,23.18,32.15,25.45,0,"NAN",0,0,0,""
"2019-12-17 12:14:25",7402,12.35,30.95,23.29,34.04,25.45,0,"NAN",0,0,0,""
"2019-12-17 12:14:30",7403,12.35,30.95,23.33,33.86,25.45,0,"NAN",0,0,0,""
"2019-12-17 12:14:35",7404,12.35,30.95,22.87,33.39,25.45,0,"NAN",0,0,0,""
"2019-12-17 12:14:40",7405,12.35,30.95,22.63,33.07,25.44,0,"NAN",0,0,0,""
"2019-12-17 12:14:45",7406,12.34,30.95,23.13,30.83,25.44,0,"NAN",0,0,0,""
"2019-12-17 12:14:50",7407,12.34,30.98,24.34,37.14,25.43,0,"NAN",0,0,0,""
"2019-12-17 12:14:55",7408,12.34,30.98,24.53,35.62,25.43,0,"NAN",0,0,0,""
"2019-12-17 12:15:00",7409,12.34,30.98,23.31,33.83,25.42,0,"NAN",0,0,0,""
"2019-12-17 12:15:05",7410,12.34,30.98,23.3,34.76,25.42,0,"NAN",0,0,0,""
"2019-12-17 12:15:10",7411,12.34,30.98,23.13,31.94,25.41,0,"NAN",0,0,0,""
"2019-12-17 12:15:15",7412,12.34,30.98,23.35,35.41,25.41,0,"NAN",0,0,0,""
"2019-12-17 12:15:20",7413,12.34,30.98,23.13,33.52,25.41,0,"NAN",0,0,0,""
"2019-12-17 12:15:25",7414,12.34,31.02,22.64,32.53,25.4,0,"NAN",0,0,0,""
"2019-12-17 12:15:30",7415,12.34,31.02,22.92,33.75,25.4,0,"NAN",0,0,0,""
"2019-12-17 12:15:35",7416,12.34,31.02,22.78,32.52,25.39,0,"NAN",0,0,0,""
"2019-12-17 12:15:40",7417,12.34,31.02,23.13,33.48,25.39,0,"NAN",0,0,0,""
"2019-12-17 12:15:45",7418,12.34,31.02,23.12,33.32,25.39,0,"NAN",0,0,0,""
"2019-12-17 12:15:50",7419,12.34,31.02,23.29,34.67,25.39,0,"NAN",0,0,0,""
"2019-12-17 12:15:55",7420,12.34,31.02,23.5,33.18,25.38,0,"NAN",0,0,0,""
"2019-12-17 12:16:00",7421,12.34,31.05,23.35,34.75,25.38,0,"NAN",0,0,0,""
"2019-12-17 12:16:05",7422,12.34,31.05,22.99,32.36,25.38,0,"NAN",0,0,0,""
"2019-12-17 12:16:10",7423,12.34,31.05,22.33,33.97,25.37,0,"NAN",0,0,0,""
"2019-12-17 12:16:15",7424,12.33,31.05,22.82,30.88,25.37,0,"NAN",0,0,0,""
"2019-12-17 12:16:20",7425,12.33,31.05,23.37,34.6,25.37,0,"NAN",0,0,0,""
"2019-12-17 12:16:25",7426,12.34,31.05,23.18,32.65,25.36,0,"NAN",0,0,0,""
"2019-12-17 12:16:30",7427,12.33,31.09,21.87,31.07,25.36,0,"NAN",0,0,0,""
"2019-12-17 12:16:35",7428,12.33,31.09,21.58,29.43,25.36,0,"NAN",0,0,0,""
"2019-12-17 12:16:40",7429,12.33,31.09,22.21,34.83,25.36,0,"NAN",0,0,0,""
"2019-12-17 12:16:45",7430,12.34,31.09,22.55,31.95,25.36,0,"NAN",0,0,0,""
"2019-12-17 12:16:50",7431,12.34,31.09,22.51,31.83,25.36,0,"NAN",0,0,0,""
"2019-12-17 12:16:55",7432,12.33,31.09,25.65,42.28,25.36,0,"NAN",0,0,0,""
"2019-12-17 12:17:00",7433,12.33,31.09,22.36,34.46,25.35,0,"NAN",0,0,0,""
"2019-12-17 12:17:05",7434,12.33,31.12,23.32,33.2,25.35,0,"NAN",0,0,0,""
"2019-12-17 12:17:10",7435,12.33,31.12,23.87,35.02,25.35,0,"NAN",0,0,0,""
"2019-12-17 12:17:15",7436,12.33,31.12,25.19,34.44,25.34,0,"NAN",0,0,0,""
"2019-12-17 12:17:20",7437,12.33,31.12,23.49,34.23,25.34,0,"NAN",0,0,0,""
"2019-12-17 12:17:25",7438,12.33,31.12,22.85,33.81,25.33,0,"NAN",0,0,0,""
"2019-12-17 12:17:30",7439,12.33,31.16,22.55,34.94,25.33,0,"NAN",0,0,0,""
"2019-12-17 12:17:35",7440,12.33,31.16,22.85,32.67,25.33,0,"NAN",0,0,0,""
"2019-12-17 12:17:40",7441,12.33,31.16,22.44,31.68,25.32,0,"NAN",0,0,0,""
"2019-12-17 12:17:45",7442,12.33,31.16,22.85,33.16,25.32,0,"NAN",0,0,0,""
"2019-12-17 12:17:50",7443,12.33,31.16,23.49,34.74,25.32,0,"NAN",0,0,0,""
"2019-12-17 12:17:55",7444,12.33,31.19,22.91,35.49,25.32,0,"NAN",0,0,0,""
"2019-12-17 12:18:00",7445,12.33,31.19,23,32.36,25.32,0,"NAN",0,0,0,""
"2019-12-17 12:18:05",7446,12.33,31.19,22.59,32.53,25.32,0,"NAN",0,0,0,""
"2019-12-17 12:18:10",7447,12.33,31.19,22.68,32.87,25.32,0,"NAN",0,0,0,""
"2019-12-17 12:18:15",7448,12.33,31.23,23.02,33.39,25.32,0,"NAN",0,0,0,""
"2019-12-17 12:18:20",7449,12.33,31.23,23.34,34.6,25.32,0,"NAN",0,0,0,""
"2019-12-17 12:18:25",7450,12.33,31.23,26.42,42.6,25.31,0,"NAN",0,0,0,""
"2019-12-17 12:18:30",7451,12.33,31.23,24.24,36.12,25.31,0,"NAN",0,0,0,""
"2019-12-17 12:18:35",7452,12.33,31.23,24.58,34.39,25.31,0,"NAN",0,0,0,""
"2019-12-17 12:18:40",7453,12.33,31.26,24.26,34.24,25.31,0,"NAN",0,0,0,""
"2019-12-17 12:18:45",7454,12.33,31.26,22.4,34.21,25.3,0,"NAN",0,0,0,""
"2019-12-17 12:18:50",7455,12.33,31.26,23.46,38.86,25.3,0,"NAN",0,0,0,""
"2019-12-17 12:18:55",7456,12.33,31.3,22.45,32.77,25.3,0,"NAN",0,0,0,""
"2019-12-17 12:19:00",7457,12.33,31.3,23.71,34.55,25.3,0,"NAN",0,0,0,""
"2019-12-17 12:19:05",7458,12.33,31.3,23.29,32.5,25.3,0,"NAN",0,0,0,""
"2019-12-17 12:19:10",7459,12.33,31.3,22.81,32.4,25.29,0,"NAN",0,0,0,""
"2019-12-17 12:19:15",7460,12.33,31.33,23.2,34.48,25.29,0,"NAN",0,0,0,""
"2019-12-17 12:19:20",7461,12.33,31.33,22.51,32.47,25.29,0,"NAN",0,0,0,""
"2019-12-17 12:19:25",7462,12.33,31.33,23.28,33.89,25.29,0,"NAN",0,0,0,""
"2019-12-17 12:19:30",7463,12.33,31.33,24.67,38.8,25.29,0,"NAN",0,0,0,""
"2019-12-17 12:19:35",7464,12.33,31.37,24.08,31.68,25.29,0,"NAN",0,0,0,""
"2019-12-17 12:19:40",7465,12.33,31.37,24.85,33.15,25.29,0,"NAN",0,0,0,""
"2019-12-17 12:19:45",7466,12.33,31.37,22.83,32.73,25.28,0,"NAN",0,0,0,""
"2019-12-17 12:19:50",7467,12.33,31.37,22.97,34.21,25.28,0,"NAN",0,0,0,""
"2019-12-17 12:19:55",7468,12.33,31.37,22.53,32.17,25.28,0,"NAN",0,0,0,""
"2019-12-17 12:20:00",7469,12.33,31.4,22.59,32.1,25.28,0,"NAN",0,0,0,""
"2019-12-17 12:20:05",7470,12.33,31.4,22.29,35.13,25.28,0,"NAN",0,0,0,""
"2019-12-17 12:20:10",7471,12.33,31.4,22.85,31.41,25.28,0,"NAN",0,0,0,""
"2019-12-17 12:20:15",7472,12.33,31.47,24.63,36.91,25.28,0,"NAN",0,0,0,""
"2019-12-17 12:20:20",7473,12.33,31.47,23.46,35.55,25.28,0,"NAN",0,0,0,""
"2019-12-17 12:20:25",7474,12.33,31.47,23.51,33.96,25.28,0,"NAN",0,0,0,""
"2019-12-17 12:20:30",7475,12.33,31.47,23.01,34.32,25.28,0,"NAN",0,0,0,""
"2019-12-17 12:20:35",7476,12.33,31.47,22.84,32.31,25.28,0,"NAN",0,0,0,""
"2019-12-17 12:20:40",7477,12.33,31.51,23.14,33.6,25.28,0,"NAN",0,0,0,""
"2019-12-17 12:20:45",7478,12.33,31.51,22.34,33.2,25.28,0,"NAN",0,0,0,""
"2019-12-17 12:20:50",7479,12.33,31.51,23.24,31.73,25.28,0,"NAN",0,0,0,""
"2019-12-17 12:20:55",7480,12.33,31.55,23.17,32.98,25.28,0,"NAN",0,0,0,""
"2019-12-17 12:21:00",7481,12.33,31.55,23.59,37.27,25.28,0,"NAN",0,0,0,""
"2019-12-17 12:21:05",7482,12.33,31.55,22.92,34.45,25.28,0,"NAN",0,0,0,""
"2019-12-17 12:21:10",7483,12.33,31.55,23.15,33.79,25.28,0,"NAN",0,0,0,""
"2019-12-17 12:21:15",7484,12.33,31.58,23.46,33.78,25.28,0,"NAN",0,0,0,""
"2019-12-17 12:21:20",7485,12.33,31.58,23.35,34,25.28,0,"NAN",0,0,0,""
"2019-12-17 12:21:25",7486,12.33,31.58,23.04,30.68,25.27,0,"NAN",0,0,0,""
"2019-12-17 12:21:30",7487,12.33,31.62,22.99,33.98,25.27,0,"NAN",0,0,0,""
"2019-12-17 12:21:35",7488,12.33,31.62,23.5,33.5,25.27,0,"NAN",0,0,0,""
"2019-12-17 12:21:40",7489,12.33,31.62,23.9,35.51,25.27,0,"NAN",0,0,0,""
"2019-12-17 12:21:45",7490,12.33,31.62,24.5,37.12,25.27,0,"NAN",0,0,0,""
"2019-12-17 12:21:50",7491,12.33,31.65,26.96,93.6,25.27,0,"NAN",0,0,0,""
"2019-12-17 12:21:55",7492,12.33,31.65,23.06,31.69,25.26,0,"NAN",0,0,0,""
"2019-12-17 12:22:00",7493,12.33,31.65,24.16,36.06,25.26,0,"NAN",0,0,0,""
"2019-12-17 12:22:05",7494,12.33,31.65,24.07,37.02,25.26,0,"NAN",0,0,0,""
"2019-12-17 12:22:10",7495,12.33,31.69,23.01,31.71,25.26,0,"NAN",0,0,0,""
"2019-12-17 12:22:15",7496,12.33,31.69,24.82,35.66,25.26,0,"NAN",0,0,0,""
"2019-12-17 12:22:20",7497,12.33,31.69,23.96,37.36,25.25,0,"NAN",0,0,0,""
"2019-12-17 12:22:25",7498,12.33,31.69,24.46,34.43,25.25,0,"NAN",0,0,0,""
"2019-12-17 12:22:30",7499,12.33,31.69,23.76,34.14,25.25,0,"NAN",0,0,0,""
"2019-12-17 12:22:35",7500,12.33,31.72,23.55,37.28,25.25,0,"NAN",0,0,0,""
"2019-12-17 12:22:40",7501,12.33,31.72,22.83,32.08,25.25,0,"NAN",0,0,0,""
"2019-12-17 12:22:45",7502,12.33,31.72,23.29,33.35,25.25,0,"NAN",0,0,0,""
"2019-12-17 12:22:50",7503,12.33,31.72,23.6,35.62,25.25,0,"NAN",0,0,0,""
"2019-12-17 12:22:55",7504,12.33,31.76,23.74,33.48,25.25,0,"NAN",0,0,0,""
"2019-12-17 12:23:00",7505,12.33,31.76,22.51,33.01,25.25,0,"NAN",0,0,0,""
"2019-12-17 12:23:05",7506,12.33,31.76,23.85,36.66,25.25,0,"NAN",0,0,0,""
"2019-12-17 12:23:10",7507,12.33,31.76,23.13,35.63,25.25,0,"NAN",0,0,0,""
"2019-12-17 12:23:15",7508,12.33,31.76,22.88,32.86,25.25,0,"NAN",0,0,0,""
"2019-12-17 12:23:20",7509,12.33,31.76,23.62,35.35,25.25,0,"NAN",0,0,0,""
"2019-12-17 12:23:25",7510,12.33,31.76,23.57,32.94,25.25,0,"NAN",0,0,0,""
"2019-12-17 12:23:30",7511,12.33,31.79,23.77,35.26,25.25,0,"NAN",0,0,0,""
"2019-12-17 12:23:35",7512,12.33,31.79,23.77,36.21,25.25,0,"NAN",0,0,0,""
"2019-12-17 12:23:40",7513,12.33,31.79,22.84,32.8,25.25,0,"NAN",0,0,0,""
"2019-12-17 12:23:45",7514,12.33,31.79,22.88,31.98,25.25,0,"NAN",0,0,0,""
"2019-12-17 12:23:50",7515,12.33,31.83,23.83,34.61,25.25,0,"NAN",0,0,0,""
"2019-12-17 12:23:55",7516,12.33,31.83,22.79,34.59,25.25,0,"NAN",0,0,0,""
"2019-12-17 12:24:00",7517,12.33,31.83,23.82,34.63,25.25,0,"NAN",0,0,0,""
"2019-12-17 12:24:05",7518,12.33,31.83,23.3,35.13,25.24,0,"NAN",0,0,0,""
"2019-12-17 12:24:10",7519,12.33,31.83,23.62,34.33,25.24,0,"NAN",0,0,0,""
"2019-12-17 12:24:15",7520,12.33,31.83,24.02,35.97,25.24,0,"NAN",0,0,0,""
"2019-12-17 12:24:20",7521,12.33,31.83,23.25,31.71,25.24,0,"NAN",0,0,0,""
"2019-12-17 12:24:25",7522,12.33,31.86,23.55,34.73,25.24,0,"NAN",0,0,0,""
"2019-12-17 12:24:30",7523,12.33,31.86,24.12,37.18,25.24,0,"NAN",0,0,0,""
"2019-12-17 12:24:35",7524,12.33,31.86,23.97,34.87,25.24,0,"NAN",0,0,0,""
"2019-12-17 12:24:40",7525,12.33,31.86,23.65,33.17,25.24,0,"NAN",0,0,0,""
"2019-12-17 12:24:45",7526,12.33,31.86,23.73,35.34,25.24,0,"NAN",0,0,0,""
"2019-12-17 12:24:50",7527,12.33,31.86,24.52,37.73,25.23,0,"NAN",0,0,0,""
"2019-12-17 12:24:55",7528,12.33,31.9,24.44,37.13,25.23,0,"NAN",0,0,0,""
"2019-12-17 12:25:00",7529,12.33,31.9,24.05,35.96,25.23,0,"NAN",0,0,0,""
"2019-12-17 12:25:05",7530,12.33,31.9,23.74,33.57,25.23,0,"NAN",0,0,0,""
"2019-12-17 12:25:10",7531,12.33,31.9,24.55,34.87,25.23,0,"NAN",0,0,0,""
"2019-12-17 12:25:15",7532,12.33,31.9,25.89,39.31,25.23,0,"NAN",0,0,0,""
"2019-12-17 12:25:20",7533,12.33,31.9,24.04,34.48,25.22,0,"NAN",0,0,0,""
"2019-12-17 12:25:25",7534,12.33,31.94,24.09,32.8,25.22,0,"NAN",0,0,0,""
"2019-12-17 12:25:30",7535,12.33,31.94,24.03,35.72,25.22,0,"NAN",0,0,0,""
"2019-12-17 12:25:35",7536,12.33,31.94,22.97,33.44,25.22,0,"NAN",0,0,0,""
"2019-12-17 12:25:40",7537,12.33,31.94,23.51,35.13,25.22,0,"NAN",0,0,0,""
"2019-12-17 12:25:45",7538,12.33,31.94,23.84,33.54,25.22,0,"NAN",0,0,0,""
"2019-12-17 12:25:50",7539,12.33,31.94,24.38,32.98,25.21,0,"NAN",0,0,0,""
"2019-12-17 12:25:55",7540,12.33,31.94,23.32,35.5,25.21,0,"NAN",0,0,0,""
"2019-12-17 12:26:00",7541,12.33,31.94,23.49,32.47,25.21,0,"NAN",0,0,0,""
"2019-12-17 12:26:05",7542,12.33,31.97,23.36,33.75,25.21,0,"NAN",0,0,0,""
"2019-12-17 12:26:10",7543,12.33,31.97,24.63,35.58,25.21,0,"NAN",0,0,0,""
"2019-12-17 12:26:15",7544,12.33,31.97,24.02,33.31,25.21,0,"NAN",0,0,0,""
"2019-12-17 12:26:20",7545,12.32,31.97,23.46,34.2,25.21,0,"NAN",0,0,0,""
"2019-12-17 12:26:25",7546,12.33,31.97,24.3,35.09,25.21,0,"NAN",0,0,0,""
"2019-12-17 12:26:30",7547,12.33,31.97,23.71,34.64,25.2,0,"NAN",0,0,0,""
"2019-12-17 12:26:35",7548,12.33,31.97,23.35,32.86,25.21,0,"NAN",0,0,0,""
"2019-12-17 12:26:40",7549,12.33,32.01,23.76,34.22,25.21,0,"NAN",0,0,0,""
"2019-12-17 12:26:45",7550,12.33,32.01,24.37,37.85,25.21,0,"NAN",0,0,0,""
"2019-12-17 12:26:50",7551,12.33,32.01,24.03,36.17,25.21,0,"NAN",0,0,0,""
"2019-12-17 12:26:55",7552,12.33,32.01,23.5,32.27,25.21,0,"NAN",0,0,0,""
"2019-12-17 12:27:00",7553,12.33,32.01,23.47,33.52,25.21,0,"NAN",0,0,0,""
"2019-12-17 12:27:05",7554,12.32,32.01,24.04,34.29,25.2,0,"NAN",0,0,0,""
"2019-12-17 12:27:10",7555,12.32,32.01,24.43,34.12,25.21,0,"NAN",0,0,0,""
"2019-12-17 12:27:15",7556,12.33,32.04,24.25,35.27,25.2,0,"NAN",0,0,0,""
"2019-12-17 12:27:20",7557,12.33,32.04,23.42,35.71,25.2,0,"NAN",0,0,0,""
"2019-12-17 12:27:25",7558,12.32,32.04,24.42,35.27,25.2,0,"NAN",0,0,0,""
"2019-12-17 12:27:30",7559,12.32,32.04,23.29,33.73,25.2,0,"NAN",0,0,0,""
"2019-12-17 12:27:35",7560,12.33,32.12,22.97,33.19,25.2,0,"NAN",0,0,0,""
"2019-12-17 12:27:40",7561,12.32,32.15,24.22,35.2,25.2,0,"NAN",0,0,0,""
"2019-12-17 12:27:45",7562,12.33,32.15,23.5,33.1,25.2,0,"NAN",0,0,0,""
"2019-12-17 12:27:50",7563,12.33,32.19,24.21,34.58,25.2,0,"NAN",0,0,0,""
"2019-12-17 12:27:55",7564,12.32,32.22,24.64,35.7,25.2,0,"NAN",0,0,0,""
"2019-12-17 12:28:00",7565,12.33,32.26,23.95,35.31,25.2,0,"NAN",0,0,0,""
"2019-12-17 12:28:05",7566,12.32,32.3,23.87,36.38,25.2,0,"NAN",0,0,0,""
"2019-12-17 12:28:10",7567,12.32,32.3,26.17,36.91,25.2,0,"NAN",0,0,0,""
"2019-12-17 12:28:15",7568,12.32,32.3,25.22,36.64,25.2,0,"NAN",0,0,0,""
"2019-12-17 12:28:20",7569,12.32,32.33,23.5,34.81,25.2,0,"NAN",0,0,0,""
"2019-12-17 12:28:25",7570,12.33,32.33,24.54,36.9,25.2,0,"NAN",0,0,0,""
"2019-12-17 12:28:30",7571,12.32,32.33,24.47,35.42,25.2,0,"NAN",0,0,0,""
"2019-12-17 12:28:35",7572,12.32,32.33,24.88,34.07,25.2,0,"NAN",0,0,0,""
"2019-12-17 12:28:40",7573,12.32,32.33,24.47,36.08,25.2,0,"NAN",0,0,0,""
"2019-12-17 12:28:45",7574,12.32,32.37,24.94,34.87,25.19,0,"NAN",0,0,0,""
"2019-12-17 12:28:50",7575,12.32,32.37,23.23,32.63,25.19,0,"NAN",0,0,0,""
"2019-12-17 12:28:55",7576,12.32,32.37,24.63,34.62,25.19,0,"NAN",0,0,0,""
"2019-12-17 12:29:00",7577,12.32,32.37,24.82,35.84,25.19,0,"NAN",0,0,0,""
"2019-12-17 12:29:05",7578,12.32,32.37,24.87,34.31,25.19,0,"NAN",0,0,0,""
"2019-12-17 12:29:10",7579,12.32,32.37,24.43,33.15,25.19,0,"NAN",0,0,0,""
"2019-12-17 12:29:15",7580,12.32,32.37,24.19,33.72,25.19,0,"NAN",0,0,0,""
"2019-12-17 12:29:20",7581,12.32,32.37,23.64,33.69,25.19,0,"NAN",0,0,0,""
"2019-12-17 12:29:25",7582,12.32,32.37,24.1,39.56,25.19,0,"NAN",0,0,0,""
"2019-12-17 12:29:30",7583,12.32,32.37,23.58,33.51,25.19,0,"NAN",0,0,0,""
"2019-12-17 12:29:35",7584,12.32,32.37,23.74,34.69,25.19,0,"NAN",0,0,0,""
"2019-12-17 12:29:40",7585,12.32,32.37,24.35,36.28,25.19,0,"NAN",0,0,0,""
"2019-12-17 12:29:45",7586,12.32,32.37,25.08,38.78,25.19,0,"NAN",0,0,0,""
"2019-12-17 12:29:50",7587,12.32,32.37,24.16,35.29,25.19,0,"NAN",0,0,0,""
"2019-12-17 12:29:55",7588,12.32,32.37,25.47,37.19,25.19,0,"NAN",0,0,0,""
"2019-12-17 12:30:00",7589,12.32,32.37,24.14,34.71,25.19,0,"NAN",0,0,0,""
"2019-12-17 12:30:05",7590,12.32,32.37,25.51,37.63,25.19,0,"NAN",0,0,0,""
"2019-12-17 12:30:10",7591,12.32,32.37,24.22,34.79,25.19,0,"NAN",0,0,0,""
"2019-12-17 12:30:15",7592,12.32,32.37,25.22,35.07,25.19,0,"NAN",0,0,0,""
"2019-12-17 12:30:20",7593,12.32,32.37,25.12,36.9,25.19,0,"NAN",0,0,0,""
"2019-12-17 12:30:25",7594,12.32,32.37,26.1,37.57,25.19,0,"NAN",0,0,0,""
"2019-12-17 12:30:30",7595,12.32,32.37,26.05,40.34,25.19,0,"NAN",0,0,0,""
"2019-12-17 12:30:35",7596,12.32,32.37,25.15,36.49,25.18,0,"NAN",0,0,0,""
"2019-12-17 12:30:40",7597,12.32,32.37,25.57,35.06,25.18,0,"NAN",0,0,0,""
"2019-12-17 12:30:45",7598,12.32,32.37,25.4,35.99,25.18,0,"NAN",0,0,0,""
"2019-12-17 12:30:50",7599,12.32,32.37,24.46,36.26,25.18,0,"NAN",0,0,0,""
"2019-12-17 12:30:55",7600,12.32,32.37,25.04,35.47,25.18,0,"NAN",0,0,0,""
"2019-12-17 12:31:00",7601,12.32,32.37,24.29,34.46,25.17,0,"NAN",0,0,0,""
"2019-12-17 12:31:05",7602,12.32,32.37,24.79,36.02,25.17,0,"NAN",0,0,0,""
"2019-12-17 12:31:10",7603,12.32,32.37,24.39,35.26,25.17,0,"NAN",0,0,0,""
"2019-12-17 12:31:15",7604,12.32,32.37,24.55,36.85,25.17,0,"NAN",0,0,0,""
"2019-12-17 12:31:20",7605,12.32,32.37,23.89,33.97,25.17,0,"NAN",0,0,0,""
"2019-12-17 12:31:25",7606,12.32,32.37,24.99,35.41,25.17,0,"NAN",0,0,0,""
"2019-12-17 12:31:30",7607,12.32,32.37,24.94,35.32,25.17,0,"NAN",0,0,0,""
"2019-12-17 12:31:35",7608,12.32,32.37,24.97,35.54,25.17,0,"NAN",0,0,0,""
"2019-12-17 12:31:40",7609,12.32,32.37,25.99,39.37,25.17,0,"NAN",0,0,0,""
"2019-12-17 12:31:45",7610,12.32,32.37,24.58,35.95,25.17,0,"NAN",0,0,0,""
"2019-12-17 12:31:50",7611,12.32,32.37,24.16,36.02,25.17,0,"NAN",0,0,0,""
"2019-12-17 12:31:55",7612,12.32,32.37,24.67,34.06,25.17,0,"NAN",0,0,0,""
"2019-12-17 12:32:00",7613,12.32,32.37,24.6,36.32,25.17,0,"NAN",0,0,0,""
"2019-12-17 12:32:05",7614,12.32,32.37,25.51,35.86,25.17,0,"NAN",0,0,0,""
"2019-12-17 12:32:10",7615,12.32,32.37,26.8,37.4,25.17,0,"NAN",0,0,0,""
"2019-12-17 12:32:15",7616,12.32,32.37,25.37,35.83,25.17,0,"NAN",0,0,0,""
"2019-12-17 12:32:20",7617,12.32,32.37,24.53,38.71,25.17,0,"NAN",0,0,0,""
"2019-12-17 12:32:25",7618,12.32,32.37,24.77,33.75,25.17,0,"NAN",0,0,0,""
"2019-12-17 12:32:30",7619,12.32,32.37,23.7,33.96,25.17,0,"NAN",0,0,0,""
"2019-12-17 12:32:35",7620,12.32,32.37,25.87,38.31,25.17,0,"NAN",0,0,0,""
"2019-12-17 12:32:40",7621,12.32,32.37,25.4,33.58,25.17,0,"NAN",0,0,0,""
"2019-12-17 12:32:45",7622,12.32,32.37,23.81,34.12,25.17,0,"NAN",0,0,0,""
"2019-12-17 12:32:50",7623,12.32,32.37,25.47,37.63,25.17,0,"NAN",0,0,0,""
"2019-12-17 12:32:55",7624,12.32,32.37,25.83,35.8,25.17,0,"NAN",0,0,0,""
"2019-12-17 12:33:00",7625,12.32,32.37,25.86,37.14,25.17,0,"NAN",0,0,0,""
"2019-12-17 12:33:05",7626,12.32,32.37,25.55,37.8,25.17,0,"NAN",0,0,0,""
"2019-12-17 12:33:10",7627,12.32,32.37,26.19,38.71,25.17,0,"NAN",0,0,0,""
"2019-12-17 12:33:15",7628,12.32,32.37,25.34,38.44,25.17,0,"NAN",0,0,0,""
"2019-12-17 12:33:20",7629,12.32,32.37,25.88,39.86,25.16,0,"NAN",0,0,0,""
"2019-12-17 12:33:25",7630,12.32,32.37,25.48,36.99,25.16,0,"NAN",0,0,0,""
"2019-12-17 12:33:30",7631,12.32,32.37,24.98,36.91,25.16,0,"NAN",0,0,0,""
"2019-12-17 12:33:35",7632,12.32,32.37,25.32,36.1,25.16,0,"NAN",0,0,0,""
"2019-12-17 12:33:40",7633,12.32,32.37,24.82,35.78,25.16,0,"NAN",0,0,0,""
"2019-12-17 12:33:45",7634,12.32,32.37,25.59,37.85,25.16,0,"NAN",0,0,0,""
"2019-12-17 12:33:50",7635,12.32,32.37,25.6,34.87,25.16,0,"NAN",0,0,0,""
"2019-12-17 12:33:55",7636,12.32,32.37,24.36,35.48,25.15,0,"NAN",0,0,0,""
"2019-12-17 12:34:00",7637,12.32,32.37,24.34,35.4,25.15,0,"NAN",0,0,0,""
"2019-12-17 12:34:05",7638,12.32,32.37,24.96,38.5,25.15,0,"NAN",0,0,0,""
"2019-12-17 12:34:10",7639,12.32,32.37,25.81,37.28,25.15,0,"NAN",0,0,0,""
"2019-12-17 12:34:15",7640,12.32,32.37,25.24,36.35,25.15,0,"NAN",0,0,0,""
"2019-12-17 12:34:20",7641,12.32,32.37,24.51,34.28,25.15,0,"NAN",0,0,0,""
"2019-12-17 12:34:25",7642,12.32,32.37,24.71,36.46,25.15,0,"NAN",0,0,0,""
"2019-12-17 12:34:30",7643,12.32,32.37,23.9,36.37,25.15,0,"NAN",0,0,0,""
"2019-12-17 12:34:35",7644,12.32,32.33,26.04,36.57,25.15,0,"NAN",0,0,0,""
"2019-12-17 12:34:40",7645,12.32,32.33,26.72,37.78,25.15,0,"NAN",0,0,0,""
"2019-12-17 12:34:45",7646,12.32,32.37,24.38,35.28,25.15,0,"NAN",0,0,0,""
"2019-12-17 12:34:50",7647,12.32,32.33,25,38.36,25.15,0,"NAN",0,0,0,""
