111 records to read
10/25/19	17:07:50	695	49	700	57	534
10/25/19	17:07:51	695	52	700	60	534
10/25/19	17:07:52	695	50	700	57	534
10/25/19	17:07:53	695	50	700	59	534
10/25/19	17:07:54	695	51	700	60	534
10/25/19	17:07:55	695	50	700	59	534
10/25/19	17:07:56	695	50	700	59	534
10/25/19	17:07:57	695	52	700	59	534
10/25/19	17:07:58	695	51	700	60	534
10/25/19	17:08:00	695	52	700	60	534
10/25/19	17:08:01	695	52	700	59	534
10/25/19	17:08:02	695	49	700	56	534
10/25/19	17:08:03	695	52	700	58	534
10/25/19	17:08:04	695	51	700	58	534
10/25/19	17:08:05	695	50	700	56	534
10/25/19	17:08:06	695	52	700	59	534
10/25/19	17:08:07	695	51	700	58	534
10/25/19	17:08:08	695	50	700	57	534
10/25/19	17:08:09	695	49	700	56	534
10/25/19	17:08:10	695	51	700	58	534
10/25/19	17:08:11	695	49	700	56	534
10/25/19	17:08:12	695	50	700	57	534
10/25/19	17:08:13	695	50	700	57	534
10/25/19	17:08:14	695	50	700	57	534
10/25/19	17:08:16	695	50	700	56	534
10/25/19	17:08:17	695	53	700	60	534
10/25/19	17:08:18	695	50	700	56	534
10/25/19	17:08:19	695	49	700	56	534
10/25/19	17:08:20	695	50	700	57	534
10/25/19	17:08:21	695	50	700	57	534
10/25/19	17:08:22	695	51	700	59	534
10/25/19	17:08:23	695	52	700	60	534
10/25/19	17:08:24	695	50	700	57	534
10/25/19	17:08:25	695	50	700	58	534
10/25/19	17:08:26	695	50	700	58	534
10/25/19	17:08:27	695	51	700	60	534
10/25/19	17:08:28	695	51	700	60	534
10/25/19	17:08:29	695	52	700	62	534
10/25/19	17:08:31	695	52	700	61	534
10/25/19	17:08:32	695	49	700	59	534
10/25/19	17:08:33	695	52	700	61	534
10/25/19	17:08:34	695	50	700	57	534
10/25/19	17:08:35	695	50	700	59	534
10/25/19	17:08:36	695	51	700	59	534
10/25/19	17:08:37	695	51	700	59	534
10/25/19	17:08:38	695	50	700	58	534
10/25/19	17:08:39	695	50	700	61	534
10/25/19	17:08:40	695	50	700	59	534
10/25/19	17:08:41	695	51	700	59	534
10/25/19	17:08:42	695	51	700	60	534
10/25/19	17:08:43	695	50	700	59	534
10/25/19	17:08:44	695	50	700	59	534
10/25/19	17:08:46	695	50	700	59	534
10/25/19	17:08:47	695	49	700	60	534
10/25/19	17:08:48	695	53	700	62	534
10/25/19	17:08:49	695	50	700	58	534
10/25/19	17:08:50	695	50	700	59	534
10/25/19	17:08:51	695	53	700	62	534
10/25/19	17:08:52	695	53	700	61	534
10/25/19	17:08:53	695	53	700	63	534
10/25/19	17:08:54	695	52	700	61	534
10/25/19	17:08:55	695	52	700	63	534
10/25/19	17:08:56	695	51	700	62	534
10/25/19	17:08:57	695	51	700	59	534
10/25/19	17:08:58	695	50	700	58	534
10/25/19	17:08:59	695	50	700	59	534
10/25/19	17:09:00	695	50	700	60	534
10/25/19	17:09:02	695	49	700	57	534
10/25/19	17:09:03	695	52	700	62	534
10/25/19	17:09:04	695	52	700	62	534
10/25/19	17:09:05	695	51	700	61	534
10/25/19	17:09:06	695	49	700	59	534
10/25/19	17:09:07	695	50	700	59	534
10/25/19	17:09:08	695	49	700	58	534
10/25/19	17:09:09	695	52	700	62	534
10/25/19	17:09:10	695	50	700	61	534
10/25/19	17:09:11	695	52	700	63	534
10/25/19	17:09:12	695	52	700	62	534
10/25/19	17:09:13	695	52	700	61	534
10/25/19	17:09:14	695	50	700	60	534
10/25/19	17:09:15	695	51	700	61	534
10/25/19	17:09:17	695	50	700	61	534
10/25/19	17:09:18	695	51	700	62	534
10/25/19	17:09:19	695	50	700	60	534
10/25/19	17:09:20	695	50	700	58	534
10/25/19	17:09:21	695	50	700	57	534
10/25/19	17:09:22	695	50	700	56	534
10/25/19	17:09:23	695	51	700	56	534
10/25/19	17:09:24	695	50	700	54	534
10/25/19	17:09:25	695	50	700	55	534
10/25/19	17:09:26	695	49	700	55	534
10/25/19	17:09:27	695	50	700	55	534
10/25/19	17:09:28	695	50	700	56	534
10/25/19	17:09:29	695	50	700	55	534
10/25/19	17:09:30	695	49	700	54	534
10/25/19	17:09:31	695	49	700	55	534
10/25/19	17:09:33	695	50	700	54	534
10/25/19	17:09:34	695	50	700	55	534
10/25/19	17:09:35	695	49	700	55	534
10/25/19	17:09:36	695	50	700	57	534
10/25/19	17:09:37	695	51	700	58	534
10/25/19	17:09:38	695	52	700	57	534
10/25/19	17:09:39	695	49	700	54	534
10/25/19	17:09:40	695	50	700	57	534
10/25/19	17:09:41	695	50	700	55	534
10/25/19	17:09:42	695	51	700	57	534
10/25/19	17:09:43	695	50	700	56	534
10/25/19	17:09:44	695	51	700	58	534
10/25/19	17:09:45	695	50	700	57	534
10/25/19	17:09:46	695	50	700	55	534
10/25/19	17:09:48	695	50	700	57	534
etx
